Accession	Taxid	Species_NCBI	Species_ICTV	Segment	Sequence_Type	Category	Topology	Molecule_type	Molecule_Type2	Length	Nuc_Completeness	GenBank_Title	Geo_Location	USA	Host	Isolation_Source	Collection_Date	Release_Date	NCBI_Status	Virus name(s)	VMR_Species	VMR_Family	VMR_Genus	Virus GENBANK accession	Genome coverage
NC_078823.1	38172	Blueberry leaf mottle virus	Nepovirus myrtilli	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	5436	complete	Blueberry leaf mottle virus isolate BLMoV-OH19 segment RNA2, complete sequence	USA		Vaccinium	plant leaf	2019-08	2023-05-06		blueberry leaf mottle virus		Secoviridae	Nepovirus		
NC_078824.1	38172	Blueberry leaf mottle virus	Nepovirus myrtilli	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	7748	complete	Blueberry leaf mottle virus isolate BLMoV-OH19 segment RNA1, complete sequence	USA		Vaccinium	plant leaf	2019-08	2023-05-06		blueberry leaf mottle virus		Secoviridae	Nepovirus		
NC_078825.1	257464	Potato black ringspot virus	Nepovirus solani	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	7537	complete	Potato black ringspot virus isolate TRSV-CA segment RNA1 polyprotein (QK781_s1gp1) gene, complete cds	Peru		Solanum tuberosum		1976	2023-05-06		potato black ringspot virus		Secoviridae	Nepovirus		
NC_078826.1	257464	Potato black ringspot virus	Nepovirus solani	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	3832	complete	Potato black ringspot virus isolate TRSV-CA segment RNA2 polyprotein (QK781_s2gp1) gene, complete cds	Peru		Solanum tuberosum		1976	2023-05-06		potato black ringspot virus		Secoviridae	Nepovirus		
NC_078827.1	257463	Arracacha virus B	Cheravirus arracaciae	RNA 2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	3291	complete	Arracacha virus B isolate DSMZ PV-0082 segment RNA 2, complete sequence	Peru		Oxalis tuberosa			2023-05-06		Arracacha virus B		Secoviridae	Cheravirus		
NC_078828.1	257463	Arracacha virus B	Cheravirus arracaciae	RNA 1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	7244	complete	Arracacha virus B isolate DSMZ PV-0082 segment RNA 1, complete sequence	Peru		Oxalis tuberosa			2023-05-06		Arracacha virus B		Secoviridae	Cheravirus		
NC_078840.1	1964552	Arracacha virus A	Nepovirus arracaciae	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	3830	complete	Arracacha virus A isolate AVA segment RNA2 polyprotein (QK784_s2gp1) gene, complete cds	Peru		Arracacia xanthorrhiza		1975	2023-05-06		Arracacha virus A		Secoviridae	Nepovirus		
NC_078841.1	1964552	Arracacha virus A	Nepovirus arracaciae	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	7387	complete	Arracacha virus A isolate AVA segment RNA1 polyprotein (QK784_s1gp1) gene, complete cds	Peru		Arracacia xanthorrhiza		1975	2023-05-06		Arracacha virus A		Secoviridae	Nepovirus		
NC_078844.1	12259	Andean potato mottle virus	Comovirus andesense	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	3767	complete	Andean potato mottle virus isolate Huancayo segment RNA2, complete sequence	Peru		Solanum tuberosum		1978	2023-05-06		Andean potato mottle virus		Secoviridae	Comovirus		
NC_078845.1	12259	Andean potato mottle virus	Comovirus andesense	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	6038	complete	Andean potato mottle virus isolate Huancayo segment RNA1, complete sequence	Peru		Solanum tuberosum		1978	2023-05-06		Andean potato mottle virus		Secoviridae	Comovirus		
NC_078851.1	2742449	Common oak ringspot-associated virus	Emaravirus quercus	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	2310	complete	Common oak ringspot-associated virus segment RNA2, viral cRNA for glycoprotein precursor (GPP gene), strain A72, isolate E54899	Germany:Northrhine-Westphalia, Fellinghausen		Quercus robur	plant leaf	2016-06	2023-05-06		common oak ringspot-associated virus		Fimoviridae	Emaravirus		
NC_078852.1	2742449	Common oak ringspot-associated virus	Emaravirus quercus	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	7109	complete	Common oak ringspot-associated virus segment RNA1, viral cRNA for RNA-dependent RNA polymerase (RdRp gene), strain A72, isolate E54899	Germany:Northrhine-Westphalia, Fellinghausen		Quercus robur	plant leaf	2016-06	2023-05-06		common oak ringspot-associated virus		Fimoviridae	Emaravirus		
NC_078853.1	2742449	Common oak ringspot-associated virus	Emaravirus quercus	RNA3	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1338	complete	Common oak ringspot-associated virus segment RNA3, viral cRNA for nucleocapsid protein (NC gene), strain A72, isolate E54899	Germany:Northrhine-Westphalia, Fellinghausen		Quercus robur	plant leaf	2016-06	2023-05-06		common oak ringspot-associated virus		Fimoviridae	Emaravirus		
NC_078854.1	2742449	Common oak ringspot-associated virus	Emaravirus quercus	RNA4	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1411	complete	Common oak ringspot-associated virus segment RNA4, viral cRNA for movement protein (MP gene), strain A72, isolate E54899	Germany:Northrhine-Westphalia, Fellinghausen		Quercus robur	plant leaf	2016-06	2023-05-06		common oak ringspot-associated virus		Fimoviridae	Emaravirus		
NC_078855.1	2742449	Common oak ringspot-associated virus	Emaravirus quercus	RNA5	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1030	complete	Common oak ringspot-associated virus segment RNA5, viral cRNA for P21 (p5 gene), strain A72, isolate E54899	Germany:Northrhine-Westphalia, Fellinghausen		Quercus robur	plant leaf	2016-06	2023-05-06		common oak ringspot-associated virus		Fimoviridae	Emaravirus		
NC_078906.1	392504	Turnip ringspot virus	Comovirus rapae	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	3981	complete	Turnip ringspot virus isolate B segment RNA2, complete sequence	Croatia		Brassica oleracea var. botrytis			2023-05-06		turnip ringspot virus		Secoviridae	Comovirus		
NC_078907.1	392504	Turnip ringspot virus	Comovirus rapae	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	6084	complete	Turnip ringspot virus isolate B segment RNA1, complete sequence	Croatia		Brassica oleracea var. botrytis			2023-05-06		turnip ringspot virus		Secoviridae	Comovirus		
NC_079039.1	2593930	Anemone nepovirus A	Nepovirus anemones	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	7680	complete	Anemone nepovirus A isolate Won segment RNA1, complete sequence	China		Anemonastrum flaccidum		2016-04-05	2023-05-06		anemone nepovirus A		Secoviridae	Nepovirus		
NC_079040.1	2593930	Anemone nepovirus A	Nepovirus anemones	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	6854	complete	Anemone nepovirus A isolate Won segment RNA2, complete sequence	China		Anemonastrum flaccidum		2016-04-05	2023-05-06		anemone nepovirus A		Secoviridae	Nepovirus		
NC_079041.1	3071303	surrounding non-legume associated virus	Sadwavirus aciphyllae	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	6775	complete	Surrounding non-legume associated secovirus isolate SNLaSVMuenster_17 segment RNA1, complete sequence	Germany		Spermatophyta		2017	2023-05-06		surrounding non-legume associated virus		Secoviridae	Sadwavirus		
NC_079042.1	3071303	surrounding non-legume associated virus	Sadwavirus aciphyllae	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	5291	complete	Surrounding non-legume associated secovirus isolate SNLaSV/Muenster_17 segment RNA2, complete sequence	Germany		Spermatophyta		2017	2023-05-06		surrounding non-legume associated virus		Secoviridae	Sadwavirus		
NC_079043.1	2836142	Yunnan Paris negative-stranded virus	Coguvirus yunnanense	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	2864	complete	Yunnan Paris negative-stranded virus isolate WS segment RNA2, complete sequence	China		Paris polyphylla		2016-08-05	2023-05-06		Yúnnán Paris negative-stranded virus		Phenuiviridae	Coguvirus		
NC_079044.1	2836142	Yunnan Paris negative-stranded virus	Coguvirus yunnanense	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	6616	complete	Yunnan Paris negative-stranded virus isolate WS segment RNA1, complete sequence	China		Paris polyphylla		2016-08-05	2023-05-06		Yúnnán Paris negative-stranded virus		Phenuiviridae	Coguvirus		
NC_079045.1	2894929	Brassica campestris chinensis coguvirus 1	Coguvirus chinense	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	6757	complete	Brassica campestris chinensis coguvirus 1 isolate DC303 RNA-dependent RNA polymerase (RdRp) gene, complete cds	China		Brassica rapa subsp. chinensis		2020-11-10	2023-05-06		Brassica campestris chinensis coguvirus 1		Phenuiviridae	Coguvirus		
NC_079046.1	2894929	Brassica campestris chinensis coguvirus 1	Coguvirus chinense	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	3061	complete	Brassica campestris chinensis coguvirus 1 isolate DC303 movement protein (MP) and nucleocapsid protein (NP) genes, complete cds	China		Brassica rapa subsp. chinensis		2020-11-10	2023-05-06		Brassica campestris chinensis coguvirus 1		Phenuiviridae	Coguvirus		
NC_079047.1	2034156	Watermelon crinkle leaf-associated virus 1	Coguvirus citrulli	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	2717	complete	Watermelon crinkle leaf-associated virus 1 isolate KF-1 segment RNA2, complete sequence	China		Citrullus lanatus		2015-07-14	2023-05-06		watermelon crinkle leaf-associated virus 1		Phenuiviridae	Coguvirus		
NC_079048.1	2034156	Watermelon crinkle leaf-associated virus 1	Coguvirus citrulli	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	6636	complete	Watermelon crinkle leaf-associated virus 1 isolate KF-1 segment RNA1, complete sequence	China		Citrullus lanatus		2015-07-14	2023-05-06		watermelon crinkle leaf-associated virus 1		Phenuiviridae	Coguvirus		
NC_079049.1	2034157	Watermelon crinkle leaf-associated virus 2	Coguvirus henanense	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	2704	complete	Watermelon crinkle leaf-associated virus 2 isolate KF-15 segment RNA2, complete sequence	China		Citrullus lanatus		2016-06-02	2023-05-06		watermelon crinkle leaf-associated virus 2		Phenuiviridae	Coguvirus		
NC_079050.1	2034157	Watermelon crinkle leaf-associated virus 2	Coguvirus henanense	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	6681	complete	Watermelon crinkle leaf-associated virus 2 isolate KF-15 segment RNA1, complete sequence	China		Citrullus lanatus		2016-06-02	2023-05-06		watermelon crinkle leaf-associated virus 2		Phenuiviridae	Coguvirus		
NC_079053.1	2946038	morning glory varicosavirus	Varicosavirus ipomoeae	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(-)	ss-RNA	6409	complete	Morning glory varicosavirus isolate IP segment RNA1, complete sequence	China		Ipomoea purpurea		2019-08	2023-05-06		morning glory varicosavirus		Rhabdoviridae	Varicosavirus		
NC_079054.1	2946038	morning glory varicosavirus	Varicosavirus ipomoeae	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(-)	ss-RNA	5288	complete	Morning glory varicosavirus isolate IP segment RNA2, complete sequence	China		Ipomoea purpurea		2019-08	2023-05-06		morning glory varicosavirus		Rhabdoviridae	Varicosavirus		
NC_079055.1	2879515	Codonopsis torradovirus A	Torradovirus codonopsis	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	6922	complete	Codonopsis torradovirus A isolate SK segment RNA1, complete sequence	South Korea				2019-07-19	2023-05-06		Codonopsis torradovirus A		Secoviridae	Torradovirus		
NC_079056.1	2879515	Codonopsis torradovirus A	Torradovirus codonopsis	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	4613	complete	Codonopsis torradovirus A isolate SK segment RNA2, complete sequence	South Korea				2019-07-19	2023-05-06		Codonopsis torradovirus A		Secoviridae	Torradovirus		
NC_079060.1	2875798	Stenotaphrum nepovirus	Nepovirus stenotaphri	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	7838	complete	Stenotaphrum nepovirus isolate 5664 segment RNA1, complete sequence	Australia		Stenotaphrum secundatum		2019-04-04	2023-05-06		Stenotaphrum nepovirus		Secoviridae	Nepovirus		
NC_079061.1	2875798	Stenotaphrum nepovirus	Nepovirus stenotaphri	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	7120	complete	Stenotaphrum nepovirus isolate 5664 segment RNA2, complete sequence	Australia		Stenotaphrum secundatum		2019-04-04	2023-05-06		Stenotaphrum nepovirus		Secoviridae	Nepovirus		
NC_079062.1	2872811	Karaka Okahu purepure emaravirus	Emaravirus corynocarpi	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1943	complete	Karaka Okahu purepure emaravirus isolate PFR segment RNA2, complete sequence	New Zealand		Corynocarpus laevigatus	plant leaf	2012-10-12	2023-05-06		karaka Ōkahu purepure emaravirus		Fimoviridae	Emaravirus		
NC_079063.1	2872811	Karaka Okahu purepure emaravirus	Emaravirus corynocarpi	RNA3	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1479	complete	Karaka Okahu purepure emaravirus isolate PFR segment RNA3, complete sequence	New Zealand		Corynocarpus laevigatus	plant leaf	2012-10-12	2023-05-06		karaka Ōkahu purepure emaravirus		Fimoviridae	Emaravirus		
NC_079064.1	2872811	Karaka Okahu purepure emaravirus	Emaravirus corynocarpi	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	7141	complete	Karaka Okahu purepure emaravirus isolate PFR segment RNA1, complete sequence	New Zealand		Corynocarpus laevigatus	plant leaf	2012-10-12	2023-05-06		karaka Ōkahu purepure emaravirus		Fimoviridae	Emaravirus		
NC_079065.1	2872811	Karaka Okahu purepure emaravirus	Emaravirus corynocarpi	RNA4	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1518	complete	Karaka Okahu purepure emaravirus isolate PFR segment RNA4, complete sequence	New Zealand		Corynocarpus laevigatus	plant leaf	2012-10-12	2023-05-06		karaka Ōkahu purepure emaravirus		Fimoviridae	Emaravirus		
NC_079066.1	2872811	Karaka Okahu purepure emaravirus	Emaravirus corynocarpi	RNA5	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1576	complete	Karaka Okahu purepure emaravirus isolate PFR segment RNA5, complete sequence	New Zealand		Corynocarpus laevigatus	plant leaf	2012-10-12	2023-05-06		karaka Ōkahu purepure emaravirus		Fimoviridae	Emaravirus		
NC_079069.1	1427159	Cassava Torrado-like virus	Torradovirus manihotis	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	4469	complete	Cassava Torrado-like virus isolate Yop_12 segment RNA2, complete sequence	Colombia: Casanare, Yopal		Manihot esculenta		2020-08-20	2023-05-06		cassava torrado-like virus		Secoviridae	Torradovirus		
NC_079070.1	1427159	Cassava Torrado-like virus	Torradovirus manihotis	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	7252	complete	Cassava Torrado-like virus isolate Yop_12 segment RNA1, complete sequence	Colombia: Casanare, Yopal		Manihot esculenta		2020-08-20	2023-05-06		cassava torrado-like virus		Secoviridae	Torradovirus		
NC_079071.1	2989723	pineapple secovirus B	Sadwavirus betananas	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	5956	complete	Pineapple secovirus B segment RNA1, complete sequence	USA: HI	HI	Ananas comosus		2019-08	2023-05-06		pineapple secovirus B		Secoviridae	Sadwavirus		
NC_079072.1	2989723	pineapple secovirus B	Sadwavirus betananas	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(+)	RNA	3808	complete	Pineapple secovirus B segment RNA2, complete sequence	USA: HI	HI	Ananas comosus		2019-08	2023-05-06		pineapple secovirus B		Secoviridae	Sadwavirus		
NC_079073.1	2873234	Arceuthobium sichuanense virus 1	Arceuthobium sichuanense virus 1	RNA 3	RefSeq	Segmented_Complete	linear	RNA	ss-RNA	1447	complete	Arceuthobium sichuanense virus 1 isolate China segment RNA 3, complete sequence			Arceuthobium sichuanense			2023-05-06							
NC_079074.1	2873234	Arceuthobium sichuanense virus 1	Arceuthobium sichuanense virus 1	RNA 5	RefSeq	Segmented_Complete	linear	RNA	ss-RNA	966	complete	Arceuthobium sichuanense virus 1 isolate China segment RNA 5, complete sequence			Arceuthobium sichuanense			2023-05-06							
NC_079075.1	2873234	Arceuthobium sichuanense virus 1	Arceuthobium sichuanense virus 1	RNA 4	RefSeq	Segmented_Complete	linear	RNA	ss-RNA	1739	complete	Arceuthobium sichuanense virus 1 isolate China segment RNA 4, complete sequence			Arceuthobium sichuanense			2023-05-06							
NC_079076.1	2873234	Arceuthobium sichuanense virus 1	Arceuthobium sichuanense virus 1	RNA 1	RefSeq	Segmented_Complete	linear	RNA	ss-RNA	7112	complete	Arceuthobium sichuanense virus 1 isolate China segment RNA 1, complete sequence			Arceuthobium sichuanense			2023-05-06							
NC_079077.1	2873234	Arceuthobium sichuanense virus 1	Arceuthobium sichuanense virus 1	RNA 2	RefSeq	Segmented_Complete	linear	RNA	ss-RNA	2177	complete	Arceuthobium sichuanense virus 1 isolate China segment RNA 2, complete sequence			Arceuthobium sichuanense			2023-05-06							
NC_079088.1	2798807	Japanese star anise ringspot-associated virus	Emaravirus illicii	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	2257	complete	Japanese star anise ringspot-associated virus Igeno_June_2019 viral cRNA, segment RNA2, complete sequence	Japan:Kochi, Nakatosa, Oonomiigeno		Illicium anisatum	plant leaf	2019-06	2023-05-06		Japanese star anise ringspot-associated virus		Fimoviridae	Emaravirus		
NC_079089.1	2798807	Japanese star anise ringspot-associated virus	Emaravirus illicii	RNA3	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1686	complete	Japanese star anise ringspot-associated virus Igeno_June_2019 viral cRNA, segment RNA3, nearly complete sequence	Japan:Kochi, Nakatosa, Oonomiigeno		Illicium anisatum	plant leaf	2019-06	2023-05-06		Japanese star anise ringspot-associated virus		Fimoviridae	Emaravirus		
NC_079090.1	2798807	Japanese star anise ringspot-associated virus	Emaravirus illicii	RNA4	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1660	complete	Japanese star anise ringspot-associated virus Igeno_June_2019 viral cRNA, segment RNA4, nearly complete sequence	Japan:Kochi, Nakatosa, Oonomiigeno		Illicium anisatum	plant leaf	2019-06	2023-05-06		Japanese star anise ringspot-associated virus		Fimoviridae	Emaravirus		
NC_079091.1	2798807	Japanese star anise ringspot-associated virus	Emaravirus illicii	RNA5	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1491	complete	Japanese star anise ringspot-associated virus Igeno_June_2019 viral cRNA, segment RNA5, nearly complete sequence	Japan:Kochi, Nakatosa, Oonomiigeno		Illicium anisatum	plant leaf	2019-06	2023-05-06		Japanese star anise ringspot-associated virus		Fimoviridae	Emaravirus		
NC_079092.1	2798807	Japanese star anise ringspot-associated virus	Emaravirus illicii	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	7163	complete	Japanese star anise ringspot-associated virus Igeno_June_2019 viral cRNA, segment RNA1, complete sequence	Japan:Kochi, Nakatosa, Oonomiigeno		Illicium anisatum	plant leaf	2019-06	2023-05-06		Japanese star anise ringspot-associated virus		Fimoviridae	Emaravirus		
NC_079093.1	2812031	Vitis emaravirus	Emaravirus vitis	RNA4	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1628	complete	Vitis emaravirus T1 gene for movement protein, complete cds	Japan		Vitis coignetiae		2020-09-07	2023-05-06		Vitis emaravirus		Fimoviridae	Emaravirus		
NC_079094.1	2812031	Vitis emaravirus	Emaravirus vitis	RNA6	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1324	complete	Vitis emaravirus T1 gene for protein 6, complete cds	Japan		Vitis coignetiae		2020-09-07	2023-05-06		Vitis emaravirus		Fimoviridae	Emaravirus		
NC_079095.1	2812031	Vitis emaravirus	Emaravirus vitis	RNA3	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	1211	complete	Vitis emaravirus T1 gene for coat protein, complete cds	Japan		Vitis coignetiae		2020-09-07	2023-05-06		Vitis emaravirus		Fimoviridae	Emaravirus		
NC_079096.1	2812031	Vitis emaravirus	Emaravirus vitis	RNA1	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	7053	complete	Vitis emaravirus T1 gene for RNA-dependent RNA polymerase, complete cds	Japan		Vitis coignetiae		2020-09-07	2023-05-06		Vitis emaravirus		Fimoviridae	Emaravirus		
NC_079097.1	2812031	Vitis emaravirus	Emaravirus vitis	RNA2	RefSeq	Segmented_Complete	linear	ssRNA(-)	RNA	2091	complete	Vitis emaravirus T1 gene for glycoprotein precursor, complete cds	Japan		Vitis coignetiae		2020-09-07	2023-05-06		Vitis emaravirus		Fimoviridae	Emaravirus		
